source_dataset,source_record_id,domain,category,generated_user_text,generated_context,generated_goal,generated_entities,generated_missing_information,generated_execution_plan,generated_tool_calls,generated_expected_response,generated_success_criteria,generation_model,generation_stage
BANKING77,BANKING77_007799,finance,finance/account,I need help finding the verification code on the top up card.,,User wants to query account balance or available funds. based on: 'I need help finding the verification code on the top up card'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_15387a0a"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_007731,finance,finance/account,The top-up verification code is not visible.,,User wants to query account balance or available funds. based on: 'The top-up verification code is not visible.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_91640aea"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_007774,finance,finance/account,Do i need to verify my top up?,,User wants to query account balance or available funds. based on: 'Do i need to verify my top up?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_da0332ea"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_007789,finance,finance/account,What can I do to verify my card?,,User wants to query account balance or available funds. based on: 'What can I do to verify my card?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_bb569ace"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008184,finance,finance/cards,How do I get this damn virtual card to work?,,User wants to query account balance or available funds. based on: 'How do I get this damn virtual card to work?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_31735dc2"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008181,finance,finance/cards,My disposable virtual card isn't working.,,User wants to query account balance or available funds. based on: 'My disposable virtual card isn't working.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_75e17c60"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008178,finance,finance/cards,Is there a reason why my virtual card won't work?,,User wants to query account balance or available funds. based on: 'Is there a reason why my virtual card won't work?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_1f6b2a39"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008205,finance,finance/cards,I can't make purchases with my virtual card.,,User wants to query account balance or available funds. based on: 'I can't make purchases with my virtual card.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_fd653c61"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008169,finance,finance/cards,Why won't my virtual card work?,,User wants to query account balance or available funds. based on: 'Why won't my virtual card work?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ea5c4798"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008172,finance,finance/cards,My disposable virtual card was rejected.,,User wants to query account balance or available funds. based on: 'My disposable virtual card was rejected.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_23fa77ab"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008195,finance,finance/cards,"I received my Virtual card information, but was unable to use it to make a purchase. Why did this happen and what can I do?",,"User wants to query account balance or available funds. based on: 'I received my Virtual card information, but was unable to us'.",{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_62e6da5c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008176,finance,finance/cards,My disposable virtual card wouldn't process my payment?,,User wants to query account balance or available funds. based on: 'My disposable virtual card wouldn't process my payment?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_fef9cd83"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008206,finance,finance/cards,I have a disposable card but it does not work?,,User wants to query account balance or available funds. based on: 'I have a disposable card but it does not work?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_59575462"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008187,finance,finance/cards,i cannot get virtual card to work,,User wants to query account balance or available funds. based on: 'i cannot get virtual card to work'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_cb2d0e6c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008202,finance,finance/cards,Why is my disposable card not working?,,User wants to query account balance or available funds. based on: 'Why is my disposable card not working?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ca55e0ac"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008189,finance,finance/cards,I cannot get my disposable virtual card to work,,User wants to query account balance or available funds. based on: 'I cannot get my disposable virtual card to work'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_88d8c0de"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008171,finance,finance/cards,My virtual card isn't working.,,User wants to query account balance or available funds. based on: 'My virtual card isn't working.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_ee6880ac"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008191,finance,finance/cards,What is the reason I got rejected for using my disposable virtual card to pay a subscription to the gym?,,User wants to query account balance or available funds. based on: 'What is the reason I got rejected for using my disposable vi'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c99507fa"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008175,finance,finance/cards,My throwaway virtual card won't work,,User wants to query account balance or available funds. based on: 'My throwaway virtual card won't work'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_495bae5b"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008177,finance,finance/cards,The virtual card won't work.,,User wants to query account balance or available funds. based on: 'The virtual card won't work.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_12580120"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008180,finance,finance/cards,I can't seem to get my virtual card to work.,,User wants to query account balance or available funds. based on: 'I can't seem to get my virtual card to work.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_4a2ab310"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008207,finance,finance/cards,My Virtual card was rejected for a car rental. Why?,,User wants to query account balance or available funds. based on: 'My Virtual card was rejected for a car rental. Why?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e2a16c5b"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008200,finance,finance/cards,My disposable virtual card won't work.,,User wants to query account balance or available funds. based on: 'My disposable virtual card won't work.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_e1aa853b"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008197,finance,finance/cards,Please help me.  My disposable virtual card won't work right.,,User wants to query account balance or available funds. based on: 'Please help me.  My disposable virtual card won't work right'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_69203867"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008174,finance,finance/cards,Why was my virtual card rejected?,,User wants to query account balance or available funds. based on: 'Why was my virtual card rejected?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2a565b3c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008201,finance,finance/cards,I tried to use my disposable virtual card to pay a subscription to the gym and it got rejected. Any ideas why?,,User wants to query account balance or available funds. based on: 'I tried to use my disposable virtual card to pay a subscript'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_85e45509"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008204,finance,finance/cards,What do I do if my disposable virtual card doesn't work?,,User wants to query account balance or available funds. based on: 'What do I do if my disposable virtual card doesn't work?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2e0d1342"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008186,finance,finance/cards,This disposable virtual card is not working.,,User wants to query account balance or available funds. based on: 'This disposable virtual card is not working.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_5047f5fc"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008190,finance,finance/cards,I cannot get my virtual card to function.,,User wants to query account balance or available funds. based on: 'I cannot get my virtual card to function.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_1b3808ff"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008199,finance,finance/cards,virtual card won't work for me,,User wants to query account balance or available funds. based on: 'virtual card won't work for me'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_93f1bbea"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008183,finance,finance/cards,I can't use my virtual disposable card,,User wants to query account balance or available funds. based on: 'I can't use my virtual disposable card'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_270d6e8b"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008196,finance,finance/cards,Why can't I make multiple payments with my virtual card?,,User wants to query account balance or available funds. based on: 'Why can't I make multiple payments with my virtual card?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_84b8be28"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_008179,finance,finance/cards,Help me get the virtual card working.,,User wants to query account balance or available funds. based on: 'Help me get the virtual card working.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_c22a7d50"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004230,finance,finance/cards,I would like to know if you use Visa or Mastercard.,,User wants to query account balance or available funds. based on: 'I would like to know if you use Visa or Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_febaa519"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004118,finance,finance/cards,I want to apply for a Visa card.,,User wants to query account balance or available funds. based on: 'I want to apply for a Visa card.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_186a502f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004169,finance,finance/cards,Will the card be a Mastercard or a Visa?,,User wants to query account balance or available funds. based on: 'Will the card be a Mastercard or a Visa?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2569d740"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004197,finance,finance/cards,I need a Visa and a Mastercard from you.,,User wants to query account balance or available funds. based on: 'I need a Visa and a Mastercard from you.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_836d840f"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004119,finance,finance/cards,Can you issue both a Visa and a Mastercard to me?,,User wants to query account balance or available funds. based on: 'Can you issue both a Visa and a Mastercard to me?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_f50904de"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004101,finance,finance/cards,is it just visa or can i also use mastercard?,,User wants to query account balance or available funds. based on: 'is it just visa or can i also use mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_0c14276a"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004180,finance,finance/cards,What type of card can I get?,,User wants to query account balance or available funds. based on: 'What type of card can I get?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_1dd59606"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004215,finance,finance/cards,I'd prefer a Mastercard.,,User wants to query account balance or available funds. based on: 'I'd prefer a Mastercard.'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_582ae769"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004151,finance,finance/cards,What cards do you offer?,,User wants to query account balance or available funds. based on: 'What cards do you offer?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2cc9ad40"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004124,finance,finance/cards,Do I have a Visa card as an option?,,User wants to query account balance or available funds. based on: 'Do I have a Visa card as an option?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_670d1837"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004127,finance,finance/cards,would a visa or mastercard be more suited to me?,,User wants to query account balance or available funds. based on: 'would a visa or mastercard be more suited to me?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_91b0389c"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004100,finance,finance/cards,Is there a way I can have a mastercard?,,User wants to query account balance or available funds. based on: 'Is there a way I can have a mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_0d8e3905"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004193,finance,finance/cards,can i use both visa and mastercard,,User wants to query account balance or available funds. based on: 'can i use both visa and mastercard'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_4f7ff795"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004189,finance,finance/cards,Is it possible to get both Visa and Mastercard from you?,,User wants to query account balance or available funds. based on: 'Is it possible to get both Visa and Mastercard from you?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_77cb76ec"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004228,finance,finance/cards,Do you only use Visa or do you have Mastercard too?,,User wants to query account balance or available funds. based on: 'Do you only use Visa or do you have Mastercard too?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_2df6b47a"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
BANKING77,BANKING77_004134,finance,finance/cards,Would I get a Visa or Mastercard?,,User wants to query account balance or available funds. based on: 'Would I get a Visa or Mastercard?'.,{},[],"[""Route check_balance via dispatch_actions.""]","[{""id"": ""call_84fa1b80"", ""type"": ""function"", ""function"": {""name"": ""dispatch_actions"", ""arguments"": ""{\""actions\"": [{\""action_id\"": \""a1\"", \""intent_name\"": \""check_balance\"", \""depends_on\"": [], \""entities\"": {}}]}""}}]",I have processed your request to check balance.,"[""Successfully processed check_balance.""]",qwen/qwen3.8-27b:free,schema_completion
