raw_text,source
what's the routing number for my current checking,CLINC150
what did i include on my list of things to remember,CLINC150
tell me why my card got declined,CLINC150
i want to cash my credit card points,CLINC150
hey do you know how to jump start a car battery,CLINC150
"by bus, how long would it take to get to detroit",CLINC150
send 400 dollars between city bank and usaa accounts,CLINC150
make sure the oven is set to 350 please,CLINC150
what's the interest rate for my checking account,CLINC150
i want to see my reminder list,CLINC150
how is the traffic on my way to the venue,CLINC150
i want to make a call to uncle,CLINC150
please tell me how many vacation days i currently have,CLINC150
it looks like someone made an unauthorized amazon purchase on my account,CLINC150
i had fun speaking with you,CLINC150
reset to default settings,CLINC150
please tell me my bank of america routing number,CLINC150
show me where my order is,CLINC150
what percentage do i pay in taxes,CLINC150
turn my drake playlist on,CLINC150
is it going to rain today,CLINC150
i need to schedule some car maintenance,CLINC150
i want to cash out my credit card points,CLINC150
tell me when i received my last paycheck,CLINC150
will you roll a d20,CLINC150
look up how much i earn annually,CLINC150
please specify if you are human or computer,CLINC150
what type of gas do i need to use in this car,CLINC150
will i be charged if i use the card in france,CLINC150
i didn't hear you,CLINC150
can i get more money on my discover card,CLINC150
it's possible that it could be either,CLINC150
can you help me remember my pin to my boa account,CLINC150
"can you play the next song on this playlist, please",CLINC150
are there transaction fees for my visa if i'm in russia,CLINC150
what are some things you like doing,CLINC150
what benefits are available with my insurance,CLINC150
thanks for that,CLINC150
can you speak to me using japanese,CLINC150
what's the direction for foot traffic to get to the eiffel tower,CLINC150
what is the city fuel efficiency for this car,CLINC150
how's my gas supply looking,CLINC150
please set the temperature to 70,CLINC150
please go to the song after this one,CLINC150
can you check the balance on the water bill,CLINC150
what is the traffic nearest lexington,CLINC150
tell me a dirty joke,CLINC150
what amount of days off have i already utilized,CLINC150
remove fries from my shopping list,CLINC150
help me modify my insurance policy,CLINC150
please read out my list of tasks to accomplish,CLINC150
a new cards takes how long to mail to me,CLINC150
will i be able to order for more checkbooks for my chase bank account,CLINC150
make an alarm for me,CLINC150
tell me where my phone is,CLINC150
how much is the euro in dollars,CLINC150
what day is it tomorrow,CLINC150
what's the funnest thing for a tourist to do in iceland,CLINC150
"i no longer need milk, so forget that",CLINC150
i would like to apply for a new credit card,CLINC150
are you able to answer algebra equations,CLINC150
you need to set alarm for me,CLINC150
what's 10 euros in dollars,CLINC150
report discover card as lost,CLINC150
any travel alerts for that country i should know about,CLINC150
i need to increase my credit limit,CLINC150
when do i have to pay my water bill by,CLINC150
could you share a joke,CLINC150
please remove the phone's sync,CLINC150
should i pump my tires,CLINC150
how many vacation days do i have remaining,CLINC150
"if i'm heading to the mall at 5:00, what will the traffic be like",CLINC150
i would like to reserve a hotel room that accomodates 10 people from monday to tuesday in manhattan,CLINC150
how much did i earn in income only last year,CLINC150
please add the immigrant song by led zeppelin to my playlist,CLINC150
what is the record high temperature for today,CLINC150
how much have i spent on alcohol recently,CLINC150
where's your birthplace,CLINC150
i did not hear you,CLINC150
i need to know how to report fraud on my discover card,CLINC150
i need any relevant travel alerts for australia,CLINC150
i have to meet with sam at 9:00am in two days,CLINC150
i'd like to learn more about your pets,CLINC150
what's my flight's eta,CLINC150
add a vet appointment for 5 pm on saturday,CLINC150
y check engine light currently came on and i need assistance with it,CLINC150
how many people go to chili's around 9pm,CLINC150
alert my bank and let them know that i'm travelling to china,CLINC150
how are things with you,CLINC150
immediately begin using whisper mode,CLINC150
can you find my package in transit,CLINC150
the sticker on my card is peeling off,CLINC150
change your language to spanish please,CLINC150
i want to know how to rollover my 401k,CLINC150
roll a seven sided dice for me,CLINC150
what meetings are scheduled for today,CLINC150
that is wrong,CLINC150
i am interested in acquiring new insurance,CLINC150
how much paid time off do i have left,CLINC150
how were you made,CLINC150
"ai, routing number for my b of a checking account",CLINC150
"ai, routing number for my wells fargo checking",CLINC150
where can i find the mall closest to here,CLINC150
can you text elizabeth and tell them i forgot to bring drinks,CLINC150
i wish to know my credit rating,CLINC150
is there traffic on bramble lane,CLINC150
how long does it take to get to red robin on phoenix,CLINC150
i don't know how to change my oil or what type i need,CLINC150
can i improve my credit score,CLINC150
is it recommended to get any specific shots before i travel to argentina,CLINC150
how is my credit limit,CLINC150
i need to know how long can i keep pizza in the freezer for before it goes bad,CLINC150
this costco charge looks fraudulent,CLINC150
what do i have planned on 3/15,CLINC150
what's an interesting tidbit about rivers,CLINC150
what's the nutrient info for a donut,CLINC150
please tell me all the items on my to do list right now,CLINC150
what is the song that is currently playing,CLINC150
how do i know what interest rate chase has,CLINC150
are there any transaction fees associated with my usaa card if i am in south korea,CLINC150
can you tell me a joke about politicians,CLINC150
stop talking please,CLINC150
let me understand my credit rating,CLINC150
i'd like to know what this song is,CLINC150
when was nintendo created,CLINC150
what can i do in evans,CLINC150
can you help me find my lost phone,CLINC150
what's the name of the company that designed you,CLINC150
tell me how many a's are in magical,CLINC150
check my car's tire pressure,CLINC150
commence playing music,CLINC150
"i accidentally bent my card, what do i do",CLINC150
i want to text natalie,CLINC150
what are the reviews like for la camelia,CLINC150
i believe what you just said is true,CLINC150
help me transfer $x from credit to debit,CLINC150
i wanna know what kinds of pets you have,CLINC150
what is the status of my pto,CLINC150
tell my bank i am traveling out of country,CLINC150
i need to know what my wife's account's routing number is,CLINC150
what's the latest joke you've heard,CLINC150
when do i have to pay my electric bill by,CLINC150
can i increase the credit limit for my western union credit card,CLINC150
are you a live being,CLINC150
tell me how long can i keep pizza in the freezer for before it goes bad,CLINC150
could you share what my current credit limit is,CLINC150
how do i apply for a barclay's card,CLINC150
list of countries with travel alerts,CLINC150
can you sign me up for a meeting in the blue room on friday,CLINC150
"if you're in melbourne, what timezone are you in",CLINC150
i need you to find my phone,CLINC150
please show me what transactions i made on the first of this month,CLINC150
what is the cars mpg on the highway,CLINC150
when do i owe the rent,CLINC150
thank you kindly,CLINC150
how do i fix my card being declined,CLINC150
make sure my to do list is completely clear please,CLINC150
i tried using my card at chipotle yesterday and it was declined; why,CLINC150
i'd like to have everything on the shopping list,CLINC150
heads or tails,CLINC150
i would like to apply for a visa card,CLINC150
how many days of vacation do i have,CLINC150
do i have to pay for carry-ons on delta,CLINC150
how do i go about setting up direct deposit,CLINC150
let me know when my car was last looked at,CLINC150
i have to find the interest rate for my checking account,CLINC150
how do you say cat in spanish,CLINC150
there seems to be fraudulent activity,CLINC150
reserve a table for 2 at red lobster at 8:00,CLINC150
you're talking too fast i need you to slow it down,CLINC150
what is the calorie going to be if i'm eating cereal,CLINC150
i need to cancel my dinner reservation,CLINC150
"from now on, your name will be buttercup",CLINC150
translate hello to french,CLINC150
"for travel to argentina, do i need to get a travel visa",CLINC150
i'd like to know my current location,CLINC150
what's the least amount i need to pay on the electric bill,CLINC150
can you tell me the date today,CLINC150
how much have i earned,CLINC150
i need to get my oil changed,CLINC150
what does my federal tax return look like,CLINC150
would you tell me your age,CLINC150
can you remind me to mop later by putting it on my to do list today,CLINC150
make sure to add to my calendar the staff meeting for march 1 at 10 am,CLINC150
i would i say subway if i were english,CLINC150
can you tell me what i have on my shopping list,CLINC150
who is responsible for who you are,CLINC150
what plug type does greece use,CLINC150
set a reminder to remind me to check when my car payment is,CLINC150
how long should i cook chicken,CLINC150
i need a list of different methods for building my credit score,CLINC150
so it turns out i can't remember what my pin is for my bank of america checking account,CLINC150
i owe you one!,CLINC150
what is the meaning of flange,CLINC150
what date did i receive my last paycheck,CLINC150
can you check on a transaction for me,CLINC150
"between 9:00 am and 11:00 am, are there meeting rooms available",CLINC150
what is the eta of my flight,CLINC150
i'm intereted in requesting pto from april 1-5,CLINC150
i need to send my current location to sean,CLINC150
book me a hotel room in memphis for 3 people from 3/6 until 3/10,CLINC150
i wish to know my credit score,CLINC150
i'd like a 7 sided dice roll please,CLINC150
what are some things to do in portland,CLINC150
we no longer need fries on the shopping lisr,CLINC150
do they use any special type of plug in spain that you need a converter for,CLINC150
have my tires got adequate amounts of air in them,CLINC150
has my ordered arrived,CLINC150
describe your types of pets,CLINC150
change the song to the next one on this playlist,CLINC150
may i take a pto on february 7 and 8,CLINC150
i wanna switch to the male voice,CLINC150
set a reminder to take out the trash,CLINC150
what name do you want to be called,CLINC150
how much did i get paid,CLINC150
what's the date of the next closest holiday,CLINC150
is cleaning the kitchen coming up on my list of things i have to do today,CLINC150
i need to make a bill payment,CLINC150
how many carry ons are allowed on a flight with wow to iceland,CLINC150
what's the minimum payment on my credit card bill,CLINC150
tell me how i can reset to factory settings,CLINC150
will you notify me when my new card is on the way,CLINC150
i need you to tell my what my routing number is for my first county account,CLINC150
is it recommended to get any specific shots before i travel to iceland,CLINC150
what amount of time would it take me to reach the university by bus,CLINC150
i would like to hear a funny joke,CLINC150
what's the traffic typically like at 3:30 on the route to phoenix,CLINC150
am i low on gas,CLINC150
make an order for new checbooks on my td checking please,CLINC150
is it possible to book a room at the taco bell for reavers at 3,CLINC150
i really must know when should i get my oil changed next,CLINC150
and what would your name be,CLINC150
what is today's high temperature predicted to be,CLINC150
can you tell me how to set up direct depost,CLINC150
will it get over 90 degrees today,CLINC150
how long will it take to be seated at macaroni grill,CLINC150
add walk by pantera to my playlist,CLINC150
i want to hear beatles music,CLINC150
can you describe my list back to me,CLINC150
can you tell me how many points i have on my kohls card,CLINC150
let me know when my next day off is,CLINC150
tell me my car's tires' air pressure,CLINC150
credit limit,CLINC150
toss a coin and tell me what it lands on,CLINC150
"what is the apr on my amex card, please",CLINC150
what sort of hobbies are you into,CLINC150
go ahead and increase the volume to 4 please,CLINC150
tell me how you've been,CLINC150
"do i have a reservation for may 1st, 2019 at 4 pm",CLINC150
is a visa required to visit cancun,CLINC150
i need a timer for 20 seconds,CLINC150
average time to receive new card,CLINC150
please reset the factory settings,CLINC150
how long can i keep fish in the freezer before it gets ruined,CLINC150
i wanna know what timezone spain is in,CLINC150
get the details on the pto i have used,CLINC150
life has what meaning or what's the secret to it,CLINC150
when are my tires next due for a change,CLINC150
i lost my phone and need assistance,CLINC150
i'd like to know how much you get when you roll a ten sided dice,CLINC150
what's the nutritional info for pizza,CLINC150
how about a reminder,CLINC150
how many dollars can i exchange for 200 euros,CLINC150
please change credit,CLINC150
"ai, what's your name",CLINC150
tell me something fun about gravity,CLINC150
what music is playing on the the bluetooth now,CLINC150
does the country have a travel alert,CLINC150
let me call you fred,CLINC150
i seem to have lost the pin for my retirement account,CLINC150
create a reminder to give the cat her flea medicine,CLINC150
"could you connect to my phone, please",CLINC150
how is a direct deposit set up,CLINC150
"Twice we ordered take out as Rosati's isn't far from our house and we had guests. Both times they lost our order, the 1st time we weren't told this until after we paid!!  The second time we called and mentioned the problem to avoid a repeat missed order, and they did it again! lol!  \nAnd both times it took well over 30 minutes to get our order and on second time the order wasn't complete and that took 10 more minutes to fix!\nWhat's the saying......'fool me once, shame on you, fool me twice, shame on me?'  We haven't been back since!   And btw, the food wasn't anything special!",CLINC150
my credit card was stolen,CLINC150
please abort the current task,CLINC150
i need you to make a reminder for me to give the cat her flea medicine,CLINC150
notify my bank i'll be in rome from the 1st to the 17th,CLINC150
can you speak faster please,CLINC150
add the next song to my playlist - broken by evanescence,CLINC150
what's my pay,CLINC150
i am needing for you to say that again,CLINC150
how do you say hi in french,CLINC150
my insurance policy needs to be adjusted,CLINC150
i'd like to pay my bill,CLINC150
"are you an actual person, or ai",CLINC150
who is your originator,CLINC150
where in the world is there a travel alert,CLINC150
where is your country of origin,CLINC150
does macedonia have any travel alerts i should be aware of,CLINC150
is tomato on my shopping list,CLINC150
i have a fraudulent transaction from wal mart showing on my account,CLINC150
what do i owe bill wise,CLINC150
tell me a funny joke,CLINC150
can you suggest a restaurant for me to eat tonight,CLINC150
let my bank know that i'm going to norway between march 3 and march 5,CLINC150
please remove fishing from my calendar for soccer,CLINC150
how is my application on new credit card going,CLINC150
that's definitely false,CLINC150
do i have to be at any meetings today,CLINC150
it appears that my luggage has vanished,CLINC150
check to see how long of a wait i would be facing if i go to outback steakhouse,CLINC150
am i eligible for a new credit card application,CLINC150
i need to do dishes put it on my to do list,CLINC150
what's next on the list,CLINC150
do i need a visa to travel to jamaica,CLINC150
i need to know when i was paid last,CLINC150
the location of my phone is unknown to me,CLINC150
i do not know where i am,CLINC150
go to the next tune,CLINC150
i would like to hear you read my reminder list to me,CLINC150
can you talk to me in french,CLINC150
please tell me why did my card not get accepted,CLINC150
has my vacation request been denied or approved yet,CLINC150
now use male voice,CLINC150
say it one more time,CLINC150
i will be in lakewood from monday to wednesday and i need a hotel room for 4 people,CLINC150
can you get me an uber to the science museum,CLINC150
can you tell me whats on my shopping list,CLINC150
last time car was in shop,CLINC150
"The husband and I wanted to hit up a few good buffets during our stay. We received mixed reviews for the Wynn buffet, but found it easy to eat at since we were going to watch le reve. After standing in line for about 20 mins (on a Tuesday around 7pm) we were seated. The entry way is gorg but lead back the buffet area the decor seemed a bit outdated, but still very nice.\n\nThe food experience - I just didn't find anything special. The food is all good, but nothing was drool worthy.  They have salads, american, Italian, grilled foods, ramen station, asian and seafood. It was a great variety, but like I said nothing stood out. My favorite was the dessert bar. It had a good variety.",CLINC150
i'd like to get on a new united healthcare plan,CLINC150
make your speed a bit slower,CLINC150
do i have watering the plants on my to do list,CLINC150
how many pto days do i have left,CLINC150
tell me the apr of my credit card,CLINC150
is there a room big enough for 10 people from monday to tuesday in manhattan,CLINC150
when should i change this oil,CLINC150
how long does it take to make shrimp scampi,CLINC150
remind me again please,CLINC150
when do my tires need to be changed again,CLINC150
turn the radio on for some music,CLINC150
please read back to me my to do list,CLINC150
could you tell me where did you originate,CLINC150
what are delta's carry-on restrictions,CLINC150
i want my paycheck to go directly to my bank account,CLINC150
could you list out the carry-on restrictions for american airlines,CLINC150
i need to have a coin flipped,CLINC150
who is it u work for,CLINC150
tell me how to apply for an american express card,CLINC150
"open up a reminder, pay taxes on monday",CLINC150
i believe that there is some fraudulent activity on my capital one account,CLINC150
are there any flights out of la to chicago on march 3rd for under $500,CLINC150
"tell me if my application has been processed yet, i signed up for a credit card recently",CLINC150
what's the procedure to apply for a new credit card,CLINC150
please confirm i have a reservation for 2 pm on february 21st,CLINC150
i lost my luggage coming from chicago on delta flight ab123,CLINC150
where do i find the routing number for great western bank,CLINC150
what are the reviews like at minnis,CLINC150
how long will delivery of a new card take,CLINC150
i need to know why my card declined yesterday,CLINC150
i need to report my bent card,CLINC150
whats my name saved under,CLINC150
tell me how much money i'm earning at my job,CLINC150
maybe is what i am going to answer,CLINC150
"can you find me a flight from portland, oregon to portland, maine for under $500 on delta",CLINC150
find the best life insurance for me,CLINC150
i need to know what kind of things you can help with,CLINC150
i don't know the answer to that,CLINC150
put my parents anniversary on the calendar for next week on tuesday,CLINC150
how many personal days have i taken this month,CLINC150
remove the sync from my phone,CLINC150
tell me what is on my calendar for march 2,CLINC150
do you know how do i schedule a meeting,CLINC150
what are some of the hobbies you enjoy doing,CLINC150
because of circumstances i don't need my reservation anymore,CLINC150
i need you to change your accent to the male british one,CLINC150
how long will it take to get seated at needham's,CLINC150
who do i report card theft to,CLINC150
how many vacation hours have i accrued,CLINC150
please create an alarm for 12 noon,CLINC150
how long will steaks last in the freezer,CLINC150
are you influenced by someone else,CLINC150
what are the foreign transaction fees for cuba,CLINC150
where did all my money go this month,CLINC150
would you provide the number of vacation days i have,CLINC150
does today's schedule include any meetings,CLINC150
list my current gps coordinates,CLINC150
have i been spending a lot on take out lately,CLINC150
can you tell me when my electric bill is due,CLINC150
please go and change the pin on my bank of america account to be 1234,CLINC150
can you help me report my lost card please,CLINC150
i need to get help paying my gas bill,CLINC150
can you translate i love you into french for me,CLINC150
i'm sure it could be either,CLINC150
what is today's date,CLINC150
how long does it take to get to the park in detroit,CLINC150
do i have any meetings with michael today,CLINC150
did i add to my reminder list that i need to take the car in for an oil change,CLINC150
please share today's date,CLINC150
where do i begin the process of reporting my luggage lost,CLINC150
would you like to tell me a joke,CLINC150
how much is 500 dollars in pesos,CLINC150
does cowgirl creamery in san francisco take reservations,CLINC150
tell me how to check rewards for my mastercard,CLINC150
the answer is false,CLINC150
i need to get 3 riders to union station,CLINC150
i need a flight to be booked from san diego to boston through frontier,CLINC150
who built you,CLINC150
can you reserve a table for 2 at red lobster at 8pm,CLINC150
can you tell me what dirge means,CLINC150
inform me as to the plug type of the country,CLINC150
"my car needs to be jump started, guide me through it",CLINC150
what's your hometown,CLINC150
book me a car rental in nashville,CLINC150
what's your age siri,CLINC150
how many days off for vacation do i have left,CLINC150
the name you should call me is janet,CLINC150
what kind of plug type do they use in russia,CLINC150
i need you to switch to my original settings,CLINC150
are mashed potatoes good nutrition,CLINC150
can you explain why my card was declined,CLINC150
what is the time in the utc timezone,CLINC150
do you know when my car was last looked at,CLINC150
what kind of mexican meal should i get,CLINC150
"could you freeze my account, please",CLINC150
when do you think i should change my oil,CLINC150
i need for you to ask the question again,CLINC150
what amount will my state taxes be,CLINC150
guide me through jump starting a car,CLINC150
what is the due date for my next oil change,CLINC150
have i earned a lot of points on my capital one card,CLINC150
tell me how far i am from home in time and miles,CLINC150
please tell me the month and year of expiration for my discover card,CLINC150
are my health benefits good,CLINC150
please let me know how much my bills for comcast and sprint total,CLINC150
what's happening on may 3rd,CLINC150
i think the charge for uber on my account is fraudulent,CLINC150
what is 10000 divided by 20,CLINC150
i was at target trying to buy candles and my card got declined,CLINC150
my water and electricity bill is how much,CLINC150
my card got snapped in half,CLINC150
your birthplace is where,CLINC150
i need help paying my tuition bill,CLINC150
please be sure to put folding laundry on my to do list for me,CLINC150
when is the next scheduled day off,CLINC150
i must call roderick,CLINC150
book delta ticket madison to atlanta,CLINC150
what is 250 times 118 times 9,CLINC150
is there anything fun to do in berlin,CLINC150
set a 10 minute timer,CLINC150
how many miles will it take to get to my destination,CLINC150
am i allowed carry ons for my flight with westjet to edmonton,CLINC150
it's good to see you,CLINC150
can you set a reminder for the meeting,CLINC150
has my manager at mcdonald's confirmed i can take vacation,CLINC150
please turn on whisper mode,CLINC150
i need a new accent male british,CLINC150
i need my furnace turned on,CLINC150
go ahead and confirm my reservation for kevin at red robin,CLINC150
what kind of reviews does wendy's have,CLINC150
is there any traffic on my way to work,CLINC150
before i leave for mexico should i get some more vaccinations,CLINC150
i need to know when to expect my next paycheck,CLINC150
have i been spending a ton of money on movies lately,CLINC150
how are the ratings like for buffalo wild wings,CLINC150
what all can you do,CLINC150
when's the electric bill due,CLINC150
pull up traffic predictions at 4pm on the way to the library,CLINC150
is it okay to substitute oregano for basil,CLINC150
my luggage is lost and i would like help trying to locate it,CLINC150
"yes, that is it",CLINC150
what have i spent lately in child care,CLINC150
is there a name that you call me,CLINC150
tell me your hobbies,CLINC150
i want you to tell me about my income,CLINC150
that is false,CLINC150
tell me the content of my to do list today,CLINC150
what is the credit card's apr,CLINC150
should i regard you as a human or as a computer,CLINC150
what is 10 to the 12th power,CLINC150
can you use male voice,CLINC150
how long until my flight is here,CLINC150
please increase your volume,CLINC150
look up my maroon 5 playlists; play it,CLINC150
please roll a die now,CLINC150
can you tell me some tricks and tips i can use to see an increase in my credit score,CLINC150
is unleaded ok or should i use premium,CLINC150
i want to book a flight reservation from texas to new york on may 9th and i want to come back on the 15th,CLINC150
i want to know how to correctly spell cemetery,CLINC150
should i get a visa for crete,CLINC150
how busy is mc donald at 8 in the morning,CLINC150
i want to put you in a different language,CLINC150
"ai, please help me find my phone",CLINC150
i need help paying my store bill,CLINC150
help me change my pin number for my money market account,CLINC150
how long will it take to be seated at the flying w,CLINC150
how to protect my credit score,CLINC150
do you know if my vacation request has been approved,CLINC150
i really wanna get some more checkbooks mailed to me,CLINC150
tell me the exchange rate between rubles and dollars,CLINC150
how much do you make an hour,CLINC150
it's indeed true,CLINC150
what's my location,CLINC150
do you like cats or dogs,CLINC150
what does my shopping list consist of,CLINC150
we'll talk later ai,CLINC150
give my boyfriend my gps coordinates,CLINC150
how do i order new checks,CLINC150
where is my credit score,CLINC150
how do i report a lost discover credit card,CLINC150
show me my transactions within the past week,CLINC150
can i get new checks to replace the ones we ran out of,CLINC150
remind me of the date of the event called 'anniversary dinner,CLINC150
how did you come to be you,CLINC150
what do you use when you make a chef's salad,CLINC150
"can you play me that, ""baby shark, doo doo,"" song",CLINC150
tell me the process of applying for a apollo card,CLINC150
please immediately disconnect this mobile,CLINC150
how long until i can expect my new card to get mailed to me,CLINC150
i gotta know when should i get my oil changed next,CLINC150
can you hook me up with a meeting room on saturday morning at 10am,CLINC150
"""disable my card account and contact company to report fraudulent activty",CLINC150
what duration of time should i wait before i change my oil,CLINC150
go back to whisper mode,CLINC150
will it be okay for me to eat my leftover turkey from monday that's been in my fridge,CLINC150
i hereby rename you felix,CLINC150
how can i stop transactions on my account,CLINC150
hey just take off everything from my todo list,CLINC150
show me a beef recipe,CLINC150
how can i know when my cable bill is due,CLINC150
"can you put a stop on my bank account, please",CLINC150
i need a time update on the applebees trip,CLINC150
how many items are on my todo list,CLINC150
when should i change my oil again,CLINC150
"how do i change my pin number for my account, please",CLINC150
when will we have another day off,CLINC150
how long has it been since my car was looked at,CLINC150
stop,CLINC150
cut cucumbers can stay in the fridge for how long before spoiling,CLINC150
has the order that i placed arrived,CLINC150
how much longer until my credit card expires,CLINC150
am i your employer,CLINC150
is crushed garlic the same as powdered garlic for a spaghetti sauce,CLINC150
how do i change my pin number for my payroll account,CLINC150
when will my delta flight depart,CLINC150
where am i right this moment,CLINC150
search for the nearest expressway to the airport,CLINC150
what is 15 ounces in grams,CLINC150
are there recommendations to get any specific shots before i travel to germany,CLINC150
i am curious about whether you have pets,CLINC150
what's the way to make apple pie,CLINC150
what day am i off next,CLINC150
what rewards does my gold card get,CLINC150
what's the max time i can leave a green pepper in the fridge,CLINC150
i wanna add this song to my rock playlist,CLINC150
what's the cheapest fares from lax to sfo for round trip flights leaving april 1st and returning april 7th,CLINC150
how many calories are in an apple,CLINC150
how many psi's are my tires at the moment,CLINC150
do you know what things i wanted to remember,CLINC150
i want to know if i can redeem my credit card points now,CLINC150
can you transfer $5 from savings to checking,CLINC150
what is the purpose of exsistance,CLINC150
i desire to apply for a bank of america travel rewards credit card,CLINC150
can you alert me when my phone bill is due,CLINC150
"roll die, 6 sided",CLINC150
how far can i go on one tank of gas,CLINC150
Went here on a Friday night around nine and was sat right away. I chose the Chilean sea bass and my dinner companions chose the bone in ribeye and the new your strip. After sampling everything I would have to say the ribeye was the best. We also tried their oyster Rockefeller and it was delicious!,CLINC150
does my calendar include an event called shana's baby shower,CLINC150
i want to set up direct deposit what do i need to do,CLINC150
when is my next oil change,CLINC150
my next oil change is when,CLINC150
report fraud on my card,CLINC150
take frozen food off my shopping list,CLINC150
are the reviews for applebee's good,CLINC150
how can i order more checks since i do not have any more,CLINC150
i need help since someone stole my card,CLINC150
how does this car do on its fuel,CLINC150
6 inch voices please,CLINC150
what organization created you,CLINC150
what do i need to do in order to redeem my credit card points,CLINC150
i need help finding a recipe for enchiladas,CLINC150
"please flip a coin for me, tails i win",CLINC150
i'm saying goodbye now,CLINC150
put wash the counters down on my list of pending tasks,CLINC150
i want to listen to music by the beatles,CLINC150
tell me a fun fact about mt everest,CLINC150
where were you born,CLINC150
walk me through the process of getting new insurance,CLINC150
what is the colour of your pets,CLINC150
what are the ratings for chipotle,CLINC150
i think my luggage got lost,CLINC150
how little can i pay for my water bill,CLINC150
what transactions happened in the last week,CLINC150
would you say that red lobster's pretty buy at noon,CLINC150
"how do i share where i am, with another person",CLINC150
can you tell me when my tires should get changed,CLINC150
who has seen my cellphone,CLINC150
now what is the time,CLINC150
i would like to compare insurance plan options,CLINC150
there is an unauthorized transaction on my bank of america checking,CLINC150
tell me how many days i've taken off at this point,CLINC150
"Massage, massage!! I am visiting from out of town and wanted a massage. They were great on getting my sceduled in on last minute. I had a neck and shoulder massage from Lawerence and i highly recommend him! I typically dont like massages because I just don't have luck with finding someone good. He was great and will come back when I visit again!",CLINC150
what does discretionary mean,CLINC150
will i be charged if i use my card in france,CLINC150
how are the burgers at carl jr's,CLINC150
add soda on my shopping list and remove carrots,CLINC150
my luggage appears to be missing,CLINC150
what kind of weather does miami have,CLINC150
what is the date tomorrow,CLINC150
what fees are charged if i use something in paris,CLINC150
what's the balance of my savings,CLINC150
any news for me regarding my day off request,CLINC150
what is the meaning of stupendous,CLINC150
how many calories on average are in a hot dog,CLINC150
how long will the wait time be at the cheese cake factory,CLINC150
tell me what my minimum payment is,CLINC150
could you tell me the name of your boss,CLINC150
iterate the items on my todo list,CLINC150
Totally avoid this place. Spend a few more $$s and go to the one at Bellagio but do so after 12noon as the Japenese and Italian stations do not open until then. The food at Flavor lacked flavor completely. It must take some effort to make simple dishes taste so bad!,CLINC150
"i have a new job, help me with my 401k rollover",CLINC150
can you tell me if zeus does reservations,CLINC150
start a timer for 10 minutes,CLINC150
can you play some music by the beatles for me,CLINC150
roll a 7 sided dice,CLINC150
what do i need to do to rollover my 401k,CLINC150
tell me if you are human,CLINC150
i want to reserve a convertible from july 2nd through july 18th for los angeles,CLINC150
"great chat, talk to you later",CLINC150
"since i got a new job, i need help with my 401k rollover",CLINC150
what subjects do you know something about,CLINC150
pizza has which ingredients,CLINC150
what is the mpg,CLINC150
"when is the next holiday, please",CLINC150
i need you to remind me to get something done,CLINC150
use whisper voice,CLINC150
i must know my bank of america routing number,CLINC150
how many dollars can i exchange for 100000 yen,CLINC150
how do you jump a car with a dead battery,CLINC150
how do i know when i have to change my oil,CLINC150
what sorts of things do you do to have a good time,CLINC150
go back to your factory settings,CLINC150
please help me book a rental car in appleton,CLINC150
is las vegas a safe place to visit,CLINC150
i'm having trouble finding my luggage i was on delta flight ab123 out of new york,CLINC150
tell me a fact i may not know,CLINC150
how can i get new insurance,CLINC150
how much did i spend on furniture last week,CLINC150
what is the square root of sixteen,CLINC150
can i get more checkbooks for my bank of america checkings account,CLINC150
i need an uber to the movies,CLINC150
i think my visa card was stolen,CLINC150
confirm that buy a light bulb is on my list of reminders,CLINC150
would you mind telling me the time,CLINC150
do you change the oil in your car more than once a year,CLINC150
tell me all about your hobbies,CLINC150
did i remember to add buy flowers to my chore list today,CLINC150
i need you to please repeat that,CLINC150
am i in need of an international visa to go to france,CLINC150
i want to know whether or not you are a pet owner,CLINC150
please remind me of something,CLINC150
help me get an uber to soldier field,CLINC150
set up a reminder that i need to pay my car ins the 23rd,CLINC150
i can't find my cell and need help locating it,CLINC150
what is on my calendar next sunday,CLINC150
please identify the name of the creator of this ai,CLINC150
"i missed that, say it again",CLINC150
show shopping list,CLINC150
how many canadian dollars can i get for 5 us dollars,CLINC150
what's the total i owe on all my bills,CLINC150
skip this song and play the next,CLINC150
can you give me information about the nutrition facts for celery,CLINC150
i wish to request a change in insurance plans,CLINC150
do i need a vaccination for spain,CLINC150
does applebee's have good reviews,CLINC150
how do you say i need coffee in dutch,CLINC150
yes that is right,CLINC150
"change language to french, please",CLINC150
do you see any meetings with john on my schedule today,CLINC150
i need to transfer ten dollars from my bank of america account to my capital one account,CLINC150
can you tell me my starbucks rewards balance,CLINC150
is my day off request still pending,CLINC150
how many cs are in acquiescence,CLINC150
are they going to let me take vacation,CLINC150
how can i get more checks for my commerce bank checking account,CLINC150
what expression would i use to say i love you if i were an italian,CLINC150
what's a good restaurant nearby,CLINC150
can you slow your speaking down,CLINC150
i want my credit score,CLINC150
who would you say you work for,CLINC150
what is my intetest rate,CLINC150
did they process the credit card i applied for,CLINC150
i would like to get the forms to file for my w2,CLINC150
tell me when should i get my tires changed next,CLINC150
is there evening reservations available in the eve,CLINC150
create a reminder for me to exercise this week,CLINC150
thanks so much!,CLINC150
tell me how i should cash in my rewards for my citibank card,CLINC150
can i use sour cream instead of milk,CLINC150
could you start a timer for me,CLINC150
definition of anachronism,CLINC150
"no, that information is wrong",CLINC150
look up when my flight is set to start boarding,CLINC150
